,Country,measurement,units,Year
3279,United States,composition_rubber_leather_percent,%,2014
3280,"Yemen, Rep.",composition_rubber_leather_percent,%,2016
3281,American Samoa,composition_rubber_leather_percent,%,2011
3282,Ecuador,composition_rubber_leather_percent,%,2014
3283,Barbados,composition_rubber_leather_percent,%,2013
3284,Uzbekistan,composition_rubber_leather_percent,%,2006
3285,,composition_rubber_leather_percent,%,2002
3286,"Micronesia, Fed. Sts.",composition_rubber_leather_percent,%,2011
3287,Azerbaijan,composition_rubber_leather_percent,%,2015
3288,Iraq,composition_rubber_leather_percent,%,2009
3289,Samoa,composition_rubber_leather_percent,%,2011
3290,Greece,composition_rubber_leather_percent,%,2006
3291,Bangladesh,composition_rubber_leather_percent,%,2012
3292,Japan,composition_rubber_leather_percent,%,2015
3293,Kiribati,composition_rubber_leather_percent,%,2016
3294,Tuvalu,composition_rubber_leather_percent,%,2016
3295,Algeria,composition_rubber_leather_percent,%,2016
3296,Nepal,composition_rubber_leather_percent,%,2017
3297,Germany,composition_rubber_leather_percent,%,2006
3298,Grenada,composition_rubber_leather_percent,%,2009
3299,Seychelles,composition_rubber_leather_percent,%,2003
3300,China,composition_rubber_leather_percent,%,2014
3301,Palau,composition_rubber_leather_percent,%,2014
3302,Argentina,composition_rubber_leather_percent,%,2015
3303,Thailand,composition_rubber_leather_percent,%,2012
3304,Vietnam,composition_rubber_leather_percent,%,2010
3305,Guyana,composition_rubber_leather_percent,%,2010
3306,Nauru,composition_rubber_leather_percent,%,2016
3307,Peru,composition_rubber_leather_percent,%,2013
3308,"Iran, Islamic Rep.",composition_rubber_leather_percent,%,2007
3309,Lao PDR,composition_rubber_leather_percent,%,2015
3310,Northern Mariana Islands,composition_rubber_leather_percent,%,2016
3311,Guam,composition_rubber_leather_percent,%,2012
3312,Denmark,composition_rubber_leather_percent,%,2015
3313,Singapore,composition_rubber_leather_percent,%,2017
3314,Fiji,composition_rubber_leather_percent,%,2011
3315,Honduras,composition_rubber_leather_percent,%,2016
3316,Armenia,composition_rubber_leather_percent,%,2015
3317,Bulgaria,composition_rubber_leather_percent,%,2014
3318,Serbia,composition_rubber_leather_percent,%,2012
3319,Pakistan,composition_rubber_leather_percent,%,2017
3320,Vanuatu,composition_rubber_leather_percent,%,2011
3321,New Caledonia,composition_rubber_leather_percent,%,2016
3322,New Zealand,composition_rubber_leather_percent,%,2008
3323,Brunei Darussalam,composition_rubber_leather_percent,%,2005
3324,Tonga,composition_rubber_leather_percent,%,2012
3325,Solomon Islands,composition_rubber_leather_percent,%,2011
3326,Timor-Leste,composition_rubber_leather_percent,%,2014
3327,"Macedonia, FYR",composition_rubber_leather_percent,%,2015
3328,Latvia,composition_rubber_leather_percent,%,2011
3329,Malaysia,composition_rubber_leather_percent,%,2014
3330,Belarus,composition_rubber_leather_percent,%,2016
3331,Philippines,composition_rubber_leather_percent,%,2013
3332,Bosnia and Herzegovina,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3333,Cameroon,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2013
3334,Uruguay,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2013
3335,Colombia,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2011
3336,Guatemala,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3337,Brunei Darussalam,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2014
3338,Malta,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3339,Panama,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3340,Mexico,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2013
3341,Belize,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2012
3342,Dominican Republic,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2017
3343,Guam,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2012
3344,Brazil,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3345,Costa Rica,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3346,El Salvador,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3347,Uganda,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2017
3348,Algeria,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2016
3349,Norway,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3350,Ecuador,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3351,Peru,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2014
3352,Morocco,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2014
3353,Paraguay,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3354,Honduras,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3355,Mauritius,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2012
3356,Malaysia,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2017
3357,Bolivia,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3358,Argentina,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2010
3359,Turkey,waste_treatment_sanitary_landfill_landfill_gas_system_percent,tonnes/year,2015
3360,Aruba,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3361,Ecuador,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3362,France,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3363,Afghanistan,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3364,"Venezuela, RB",total_msw_total_msw_generated_tons_year,tonnes/year,2012
3365,Russian Federation,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3366,Australia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3367,New Zealand,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3368,Tuvalu,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3369,Kyrgyz Republic,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3370,Hungary,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3371,Rwanda,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3372,Angola,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3373,St. Lucia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3374,Austria,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3375,São Tomé and Príncipe,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3376,Slovenia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3377,Cuba,total_msw_total_msw_generated_tons_year,tonnes/year,2007
3378,"Micronesia, Fed. Sts.",total_msw_total_msw_generated_tons_year,tonnes/year,2016
3379,Cambodia,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3380,Israel,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3381,Barbados,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3382,Comoros,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3383,Albania,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3384,"Egypt, Arab Rep.",total_msw_total_msw_generated_tons_year,tonnes/year,2012
3385,New Caledonia,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3386,Bahrain,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3387,Thailand,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3388,Liechtenstein,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3389,,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3390,Niger,total_msw_total_msw_generated_tons_year,tonnes/year,1993
3391,Guatemala,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3392,Gabon,total_msw_total_msw_generated_tons_year,tonnes/year,1995
3393,Brunei Darussalam,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3394,Eritrea,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3395,Sudan,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3396,Uganda,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3397,Norway,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3398,Slovak Republic,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3399,Spain,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3400,Turkmenistan,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3401,Andorra,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3402,Nigeria,total_msw_total_msw_generated_tons_year,tonnes/year,2009
3403,Sri Lanka,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3404,United Arab Emirates,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3405,Isle of Man,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3406,Paraguay,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3407,Bhutan,total_msw_total_msw_generated_tons_year,tonnes/year,2007
3408,"Iran, Islamic Rep.",total_msw_total_msw_generated_tons_year,tonnes/year,2017
3409,El Salvador,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3410,Burundi,total_msw_total_msw_generated_tons_year,tonnes/year,2002
3411,Nicaragua,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3412,India,total_msw_total_msw_generated_tons_year,tonnes/year,2001
3413,"Korea, Rep.",total_msw_total_msw_generated_tons_year,tonnes/year,2014
3414,Senegal,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3415,Botswana,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3416,Burkina Faso,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3417,Panama,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3418,American Samoa,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3419,Georgia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3420,Lithuania,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3421,Estonia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3422,Côte d’Ivoire,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3423,Belarus,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3424,Central African Republic,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3425,Netherlands,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3426,Belgium,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3427,Uruguay,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3428,Ghana,total_msw_total_msw_generated_tons_year,tonnes/year,2005
3429,Singapore,total_msw_total_msw_generated_tons_year,tonnes/year,2017
3430,Maldives,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3431,Ireland,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3432,Antigua and Barbuda,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3433,Argentina,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3434,Northern Mariana Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3435,Canada,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3436,"Congo, Dem. Rep.",total_msw_total_msw_generated_tons_year,tonnes/year,2016
3437,"Macedonia, FYR",total_msw_total_msw_generated_tons_year,tonnes/year,2016
3438,Ethiopia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3439,Armenia,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3440,Solomon Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3441,Japan,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3442,United States,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3443,Sint Maarten (Dutch part),total_msw_total_msw_generated_tons_year,tonnes/year,2014
3444,Mexico,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3445,Luxembourg,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3446,Sierra Leone,total_msw_total_msw_generated_tons_year,tonnes/year,2004
3447,Switzerland,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3448,Germany,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3449,Trinidad and Tobago,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3450,Seychelles,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3451,Nepal,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3452,Namibia,total_msw_total_msw_generated_tons_year,tonnes/year,1993
3453,Marshall Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3454,Finland,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3455,"Gambia, The",total_msw_total_msw_generated_tons_year,tonnes/year,2002
3456,British Virgin Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2000
3457,Dominican Republic,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3458,Latvia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3459,Channel Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3460,Curacao,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3461,"Yemen, Rep.",total_msw_total_msw_generated_tons_year,tonnes/year,2016
3462,Croatia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3463,Denmark,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3464,Chile,total_msw_total_msw_generated_tons_year,tonnes/year,2009
3465,Fiji,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3466,Sweden,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3467,Iraq,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3468,Syrian Arab Republic,total_msw_total_msw_generated_tons_year,tonnes/year,2009
3469,Nauru,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3470,San Marino,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3471,China,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3472,Cameroon,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3473,Somalia,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3474,Kiribati,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3475,Indonesia,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3476,Gibraltar,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3477,Vietnam,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3478,Cyprus,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3479,St. Vincent and the Grenadines,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3480,Iceland,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3481,Bulgaria,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3482,Mozambique,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3483,Kenya,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3484,Dominica,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3485,Mali,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3486,Grenada,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3487,Poland,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3488,Malta,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3489,Virgin Islands (U.S.),total_msw_total_msw_generated_tons_year,tonnes/year,2011
3490,Oman,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3491,St. Martin (French part),total_msw_total_msw_generated_tons_year,tonnes/year,2012
3492,Vanuatu,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3493,South Sudan,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3494,Faeroe Islands,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3495,Zimbabwe,total_msw_total_msw_generated_tons_year,tonnes/year,2002
3496,Madagascar,total_msw_total_msw_generated_tons_year,tonnes/year,2016
3497,Jordan,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3498,Azerbaijan,total_msw_total_msw_generated_tons_year,tonnes/year,2015
3499,Greenland,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3500,Suriname,total_msw_total_msw_generated_tons_year,tonnes/year,2010
3501,Peru,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3502,Pakistan,total_msw_total_msw_generated_tons_year,tonnes/year,2017
3503,Malawi,total_msw_total_msw_generated_tons_year,tonnes/year,2013
3504,Tanzania,total_msw_total_msw_generated_tons_year,tonnes/year,2012
3505,Samoa,total_msw_total_msw_generated_tons_year,tonnes/year,2011
3506,Lebanon,total_msw_total_msw_generated_tons_year,tonnes/year,2014
3507,Saudi Arabia,total_msw_total_msw_generated_tons_year,tonnes/year,2015
